,Dátum,Citadella_Származtatott,Erste_Stock_Hungary_Indexkövető_Részvény_A,Generali_Arany_Oroszlán_ESG,HOLD_Columbus,HOLD_Nemzetközi,HOLD_VM_Abszolút_Származtatott_Befektetési,MBH_Fejlett_Piaci_Részvény,OTP_Klímaváltozás_13030,OTP_Supra,VIG_Opportunity_Fejlett_Piaci_Részvény,SP500
1218,2019-10-11,2.104116,2.2361,1.117753,1.899558,3.123498,2.099889,1.548568,1.245724,4.931641,1.775178,82925.12222060002
1219,2019-10-10,2.083836,2.231,1.110808,1.899302,3.099997,2.090916,1.543501,1.248688,4.950885,1.77325,82746.78957346827
1220,2019-10-09,2.059813,2.2483,1.102221,1.894111,3.097359,2.088016,1.586231,1.243544,4.940386,1.76013,82355.88817887008
1221,2019-10-08,2.042683,2.2468,1.110046,1.891981,3.071344,2.087285,1.603016,1.242926,4.92721,1.768671,81325.56857692637
1222,2019-10-07,2.060047,2.232,1.101776,1.885693,3.103249,2.087208,1.593555,1.238705,4.915496,1.804615,82315.2253554808
1223,2019-10-04,2.055924,2.224,1.096484,1.880332,3.102567,2.086517,1.601284,1.246551,4.93398,1.818156,82656.05355419591
1224,2019-10-03,2.046241,2.2634,1.099971,1.883273,3.082855,2.087801,1.594093,1.24177,4.891458,1.820865,82103.96890526172
1225,2019-10-02,2.056581,2.289,1.128597,1.908037,3.095525,2.091196,1.575386,1.239258,4.869356,1.816057,82055.42967715673
1226,2019-10-01,2.107306,2.3009,1.14211,1.913379,3.150845,2.090406,1.596082,1.234206,4.847256,1.809291,83618.09836598486
1227,2019-09-30,2.132685,2.2837,1.139271,1.902937,3.169799,2.092104,1.589902,1.242008,4.857632,1.809296,84437.02636671811
1228,2019-09-27,2.12505,2.288,1.130191,1.906898,3.174562,2.091965,1.587162,1.244427,4.843022,1.820411,84191.80338758044
1229,2019-09-26,2.127144,2.2991,1.125261,1.894736,3.167803,2.092317,1.585203,1.230821,4.832481,1.803892,84121.91465897113
1230,2019-09-25,2.123448,2.2948,1.132842,1.886154,3.152624,2.08965,1.58231,1.241674,4.851493,1.807967,83651.1317456048
1231,2019-09-24,2.117687,2.3102,1.133565,1.90581,3.157378,2.089097,1.579375,1.26269,4.888987,1.805926,83686.75790661573
1232,2019-09-23,2.127493,2.2992,1.136173,1.890633,3.174264,2.093219,1.575737,1.274832,4.906023,1.812016,83861.28111660853
1233,2019-09-20,2.121851,2.2999,1.13163,1.892448,3.138973,2.090179,1.585059,1.282022,4.950141,1.79608,83274.41769176163
1234,2019-09-19,2.123231,2.2842,1.126109,1.882169,3.146365,2.091282,1.584892,1.284708,4.936447,1.804377,83935.20640452858
1235,2019-09-18,2.122879,2.2941,1.124778,1.876302,3.150076,2.091025,1.565913,1.283523,4.937981,1.801221,83806.09526251629
1236,2019-09-17,2.127748,2.2643,1.119804,1.88489,3.161199,2.091259,1.560189,1.286278,4.953135,1.798414,83892.27188570425
1237,2019-09-16,2.121803,2.2546,1.130962,1.883943,3.13242,2.087665,1.566155,1.295007,4.978452,1.778465,82909.15242875554
1238,2019-09-13,2.126745,2.2636,1.123804,1.874412,3.140063,2.089105,1.564005,1.281672,4.981691,1.770898,83666.94433418661
1239,2019-09-12,2.116944,2.2495,1.120545,1.863635,3.139011,2.090588,1.545791,1.286172,4.990698,1.7672,83936.9466292588
1240,2019-09-11,2.112773,2.277,1.112646,1.868521,3.138489,2.090088,1.536854,1.28259,4.984447,1.762088,83253.13110351562
1241,2019-09-10,2.081994,2.2667,1.107935,1.868802,3.105745,2.085113,1.551577,1.286187,4.997653,1.739493,82277.88126093149
1242,2019-09-09,2.076753,2.2595,1.10778,1.862142,3.091262,2.083749,1.549227,1.26269,5.058947,1.741944,82466.98715202603
1243,2019-09-06,2.07355,2.2328,1.10417,1.849623,3.083737,2.08398,1.541231,1.2644,4.950619,1.748565,82290.5049456507
1244,2019-09-05,2.063051,2.2133,1.091895,1.851978,3.076843,2.083552,1.517061,1.268244,4.922578,1.739497,82133.42161567137
1245,2019-09-04,2.025257,2.2291,1.091282,1.853827,3.049431,2.083641,1.507275,1.273002,4.922206,1.727058,81664.39977061003
1246,2019-09-03,2.026969,2.232,1.094371,1.856776,3.055033,2.088415,1.504913,1.252673,4.943675,1.704944,81154.44679644518
1248,2019-08-30,2.033891,2.1784,1.086338,1.843119,3.045369,2.085754,1.524155,1.275831,4.897085,1.69281,80941.70932221971
1249,2019-08-29,2.029484,2.1993,1.073419,1.842186,3.022683,2.083705,1.523539,1.278438,4.902143,1.683005,80460.35562694445
1250,2019-08-28,2.00696,2.2287,1.072279,1.844333,2.988989,2.0856,1.491061,1.282773,4.871567,1.706208,79294.22574738879
1251,2019-08-27,2.001037,2.2188,1.067111,1.852721,2.964527,2.088686,1.475039,1.282085,4.826559,1.708591,78585.97441861033
1252,2019-08-26,2.011109,2.2131,1.061126,1.846175,2.970935,2.085475,1.471652,1.291759,4.850649,1.678777,78576.61498370953
1253,2019-08-23,2.003928,2.2295,1.069607,1.851385,2.952513,2.091766,1.495814,1.285939,4.841875,1.656094,77893.06854452938
1254,2019-08-22,2.024024,2.2481,1.074368,1.831755,2.988147,2.084655,1.474695,1.280715,4.843425,1.638776,79708.92279597465
1255,2019-08-21,2.014403,2.2481,1.050782,1.82601,2.99006,2.086701,1.488727,1.274725,4.809919,1.683352,79690.21326575615
1256,2019-08-16,1.97178,2.2546,1.04167,1.814062,2.941425,2.091703,1.503979,1.26698,4.793064,1.671656,78169.94791291654
1257,2019-08-15,1.965386,2.2856,1.036005,1.824056,2.903715,2.095706,1.4815,1.269908,4.766448,1.682506,76822.83142089844
1258,2019-08-14,1.948174,2.2906,1.056164,1.819069,2.871017,2.093161,1.473437,1.267074,4.765773,1.692307,75913.54824233428
1259,2019-08-13,1.994019,2.2757,1.049322,1.823481,2.94251,2.082726,1.469135,1.286028,4.795076,1.668756,78140.24851399846
1260,2019-08-12,2.005866,2.2621,1.0511,1.845091,2.920417,2.084656,1.524784,1.296312,4.791103,1.668348,77061.85162737966
1261,2019-08-09,2.084425,2.2545,1.063312,1.862754,2.941709,2.085798,1.545167,1.281874,4.762803,1.672429,78037.68722073175
1262,2019-08-08,2.092967,2.2418,1.046474,1.869892,2.961162,2.086436,1.548916,1.261968,4.744106,1.722722,78911.27353205811
1263,2019-08-07,2.081737,2.2315,1.043555,1.873581,2.927574,2.087469,1.560674,1.255754,4.73593,1.740325,77125.85891615879
1264,2019-08-06,2.08712,2.2526,1.053658,1.878419,2.923843,2.086383,1.57126,1.285193,4.780112,1.740582,77329.84249295201
1265,2019-08-05,2.099294,2.2614,1.071151,1.892843,2.926973,2.089044,1.569698,1.275679,4.744965,1.757355,77215.06883067638
1266,2019-08-02,2.140953,2.2778,1.09743,1.859437,3.010725,2.090268,1.554279,1.286467,4.730419,1.766784,79855.5331447348
1267,2019-08-01,2.17872,2.2849,1.093642,1.854431,3.036465,2.090297,1.560849,1.286467,4.730419,1.766505,80207.91242631618
1268,2019-07-31,2.175171,2.2923,1.094578,1.84359,3.037567,2.089575,1.562527,1.299062,4.724153,1.752513,80616.71247652918
1269,2019-07-30,2.171589,2.2899,1.108437,1.836208,3.062826,2.089313,1.544472,1.27839,4.701012,1.762213,81707.45825737901
1270,2019-07-29,2.188176,2.3079,1.108298,1.841117,3.076418,2.091127,1.534907,1.271807,4.741728,1.750717,81771.9875984611
1271,2019-07-26,2.180516,2.3052,1.100686,1.836865,3.073003,2.089203,1.539039,1.260948,4.755481,1.729853,81675.5574105056
1272,2019-07-25,2.171343,2.3081,1.108138,1.836703,3.051118,2.085583,1.544552,1.304014,4.784194,1.729263,80932.30924819037
1273,2019-07-24,2.174701,2.3053,1.107871,1.834327,3.071391,2.086907,1.549809,1.317626,4.750817,1.736754,81354.23156738281
1274,2019-07-23,2.173028,2.3244,1.093943,1.831852,3.052525,2.085169,1.545799,1.306538,4.836184,1.740688,80446.80864140112
1275,2019-07-22,2.153414,2.3017,1.09364,1.82623,3.017954,2.081858,1.545923,1.294562,4.820329,1.73906,79783.99325595237
1276,2019-07-19,2.15437,2.2849,1.097101,1.830701,3.011764,2.081706,1.546095,1.291399,4.815272,1.74023,79421.78189818282
1277,2019-07-18,2.158665,2.2764,1.102209,1.828404,3.030671,2.083095,1.547039,1.292891,4.80631,1.738223,80282.47580099851
1278,2019-07-17,2.164049,2.2707,1.104025,1.835044,3.031157,2.082777,1.543625,1.277482,4.811723,1.731679,79981.36825474352
1279,2019-07-16,2.160745,2.2694,1.099875,1.828914,3.023041,2.084583,1.536893,1.281949,4.81369,1.735155,80005.73581695557
1280,2019-07-15,2.155609,2.2721,1.098688,1.824795,3.027319,2.084037,1.53997,1.275372,4.821762,1.729909,80221.79020326398
1281,2019-07-12,2.153841,2.2633,1.097917,1.834436,3.028747,2.083559,1.534457,1.2752,4.789205,1.727059,80468.549943625
1282,2019-07-11,2.158039,2.2485,1.100334,1.838395,3.017213,2.082417,1.53269,1.270105,4.792533,1.728044,79982.62731620297
1283,2019-07-10,2.170522,2.2713,1.100302,1.843135,3.030031,2.082524,1.525145,1.273587,4.795282,1.723865,80132.30612733867
1284,2019-07-09,2.161227,2.2786,1.102584,1.839375,3.019187,2.08221,1.520717,1.271412,4.811008,1.723743,79515.0298646735
1285,2019-07-08,2.173946,2.2807,1.100622,1.847489,3.011632,2.081904,1.499283,1.271502,4.811353,1.709191,79136.19222731702
1286,2019-07-05,2.18173,2.2805,1.101131,1.85144,3.010909,2.081477,1.497663,1.267837,4.829997,1.700087,78886.5632774122
1288,2019-07-03,2.175233,2.2575,1.092379,1.844733,3.005265,2.082028,1.494119,1.261973,4.830015,1.676726,78912.89542070031
1289,2019-07-02,2.159947,2.2375,1.089414,1.842155,2.984536,2.077237,1.507205,1.272274,4.835826,1.673073,78409.46821244061
1290,2019-07-01,2.157171,2.2457,1.085647,1.838536,2.96789,2.073903,1.511992,1.273997,4.794714,1.675203,77650.52176297829
1291,2019-06-28,2.148311,2.2268,1.077061,1.854068,2.944372,2.069744,1.517417,1.270426,4.792115,1.683813,77023.67898426019
1292,2019-06-27,2.130889,2.2294,1.07761,1.845022,2.932261,2.065715,1.511634,1.267379,4.790189,1.69471,76559.28520540707
1293,2019-06-26,2.131457,2.2544,1.079621,1.846896,2.927089,2.067596,1.512896,1.260593,4.782345,1.703996,76295.20582974236
1294,2019-06-25,2.128515,2.2521,1.082694,1.838317,2.925276,2.067871,1.488906,1.261804,4.783462,1.698547,76233.26021530945
1295,2019-06-24,2.132474,2.2687,1.085428,1.835031,2.94539,2.070329,1.486055,1.244863,4.735853,1.686017,77240.7525903387
1296,2019-06-21,2.125967,2.2785,1.087202,1.829387,2.96173,2.072754,1.481387,1.240296,4.767925,1.666854,77680.53869728372
1297,2019-06-20,2.133056,2.2767,1.082345,1.820215,2.976986,2.074348,1.477542,1.229543,4.755069,1.656181,78305.23327636719
1298,2019-06-19,2.142604,2.2682,1.077358,1.822303,2.967636,2.071483,1.473827,1.226092,4.764528,1.660433,77755.5491847191
1299,2019-06-18,2.146821,2.264,1.059634,1.823051,2.946847,2.068929,1.456871,1.209379,4.743778,1.651427,77160.8725558659
1300,2019-06-17,2.160544,2.2575,1.057895,1.824874,2.911113,2.062051,1.447459,1.208566,4.717275,1.654136,76446.4765767334
1301,2019-06-14,2.164827,2.2665,1.061924,1.825368,2.894228,2.059434,1.44643,1.221225,4.732739,1.651354,75903.91942890827
1302,2019-06-13,2.161081,2.3003,1.059834,1.830446,2.902039,2.060268,1.436595,1.229514,4.738571,1.637465,75926.61072301492
1303,2019-06-12,2.161849,2.2976,1.05979,1.826359,2.881986,2.055178,1.420274,1.243302,4.741128,1.629926,75148.80298968405
1304,2019-06-11,2.154636,2.2911,1.056496,1.820791,2.886829,2.055835,1.442104,1.242982,4.690975,1.624778,75076.5709935464
1305,2019-06-07,2.1464,2.2933,1.045237,1.821627,2.89164,2.056342,1.462626,1.24081,4.660927,1.620211,75240.66772926226
1306,2019-06-06,2.157429,2.2953,1.0471,1.823938,2.86673,2.04963,1.463312,1.219455,4.589984,1.629307,74924.79881334398
1307,2019-06-05,2.167745,2.2958,1.046511,1.825941,2.850938,2.044779,1.479023,1.216632,4.587907,1.649774,74417.5653363308
1308,2019-06-04,2.169714,2.2843,1.043648,1.827012,2.84941,2.040954,1.47742,1.225576,4.577418,1.654065,74077.53352070693
1309,2019-06-03,2.208161,2.2947,1.040016,1.8575,2.842794,2.035803,1.474373,1.211763,4.546727,1.660698,73344.4701024564
1310,2019-05-31,2.207371,2.288,1.05152,1.852027,2.852039,2.038112,1.477109,1.207352,4.591266,1.666408,73812.76135154301
1311,2019-05-30,2.189132,2.263,1.051257,1.836664,2.885259,2.041883,1.497495,1.208488,4.608313,1.668263,75075.04807392135
1312,2019-05-29,2.185371,2.2525,1.061136,1.837645,2.886904,2.043482,1.498688,1.196852,4.556955,1.6689,74926.88001055643
1313,2019-05-28,2.175292,2.2394,1.062634,1.833111,2.887971,2.04507,1.490517,1.19726,4.533888,1.6866,74940.92680300958
1315,2019-05-24,2.136724,2.2485,1.056238,1.814023,2.905522,2.047641,1.502853,1.192501,4.568221,1.679124,75878.55029923934
1316,2019-05-23,2.143259,2.2152,1.071274,1.814535,2.906838,2.049434,1.484585,1.188736,4.56999,1.681466,75865.11961849406
1318,2019-05-21,2.132203,2.2368,1.066292,1.818766,2.949783,2.049709,1.454614,1.214761,4.683032,1.669073,76992.74708812032
1319,2019-05-20,2.132738,2.2568,1.076072,1.818207,2.920299,2.048616,1.481082,1.215745,4.671149,1.65245,76247.33748089522
1320,2019-05-17,2.131732,2.2586,1.076441,1.820043,2.921726,2.047034,1.484436,1.209752,4.63995,1.642346,76310.53205108643
1321,2019-05-16,2.124275,2.2467,1.063431,1.811017,2.918432,2.044377,1.497446,1.210449,4.651102,1.670196,76654.9253982678
1322,2019-05-15,2.132067,2.2724,1.055107,1.812091,2.905939,2.047224,1.497095,1.204367,4.623305,1.67419,75868.9289204739
1323,2019-05-14,2.142507,2.2994,1.044257,1.818009,2.878964,2.043474,1.519986,1.226971,4.704619,1.687776,75140.38873638958
1324,2019-05-13,2.148605,2.3031,1.052713,1.821107,2.860036,2.044289,1.526219,1.227743,4.734514,1.689964,74256.39296874404
1325,2019-05-10,2.120084,2.3129,1.05185,1.802907,2.911076,2.043869,1.519211,1.205804,4.720523,1.715941,76513.73589119315
1326,2019-05-09,2.118334,2.2974,1.068259,1.809476,2.916292,2.046222,1.5256,1.220537,4.717384,1.72572,76321.13364175893
1327,2019-05-08,2.112278,2.3226,1.063173,1.810024,2.929492,2.046159,1.527397,1.227064,4.721415,1.710138,76547.49115836807
1328,2019-05-07,2.118164,2.3382,1.077788,1.818356,2.928998,2.045892,1.524697,1.222104,4.697833,1.716284,76495.06136779021
1329,2019-05-06,2.111242,2.3672,1.088348,1.816302,2.972937,2.045923,1.521849,1.201238,4.680318,1.719855,77772.68127644807
1330,2019-05-03,2.117497,2.3738,1.086817,1.817199,2.996327,2.046978,1.51371,1.187559,4.660845,1.717632,78451.02048961446
1331,2019-05-02,2.117631,2.3739,1.087519,1.82097,2.96659,2.046051,1.506777,1.217471,4.686576,1.710576,77523.77175341174
1332,2019-04-30,2.119959,2.3958,1.083542,1.821358,2.977048,2.044838,1.488321,1.217473,4.683561,1.699269,78064.33998390008
1333,2019-04-29,2.117216,2.3955,1.081033,1.818114,2.983231,2.046162,1.477485,1.225437,4.713513,1.698382,78104.24716059677
1334,2019-04-26,2.118642,2.4167,1.078146,1.819797,2.98018,2.04674,1.480896,1.230431,4.698528,1.682929,77996.8409820646
1335,2019-04-25,2.115679,2.4066,1.077589,1.826889,2.967042,2.046508,1.477573,1.234854,4.736227,1.670349,77455.34031570423
1336,2019-04-24,2.128481,2.3826,1.076819,1.820045,2.94439,2.043629,1.482518,1.247085,4.747717,1.676271,76770.63870748878
1337,2019-04-23,2.130707,2.3914,1.074105,1.825369,2.944673,2.043509,1.486479,1.228588,4.76273,1.676923,76622.16588765755
1338,2019-04-18,2.134065,2.3835,1.065929,1.835344,2.92492,2.043702,1.483314,1.213022,4.790784,1.684829,75396.42340709642
1339,2019-04-17,2.129421,2.3829,1.063956,1.834836,2.900585,2.04114,1.485442,1.212301,4.790887,1.677993,75378.7152422294
1340,2019-04-16,2.134266,2.3903,1.062767,1.837028,2.908708,2.041799,1.487112,1.212337,4.786786,1.682223,75550.27148223482
1341,2019-04-15,2.138105,2.3777,1.066321,1.842826,2.910447,2.04426,1.490431,1.20606,4.816551,1.675896,75802.17346986942
1342,2019-04-12,2.130326,2.3569,1.060197,1.836299,2.928248,2.046554,1.480496,1.20353,4.827954,1.691426,76267.13028285652
1343,2019-04-11,2.130304,2.3504,1.057975,1.831823,2.91028,2.05069,1.47731,1.197841,4.817866,1.687406,75527.65260898322
1344,2019-04-09,2.124889,2.3407,1.05406,1.837389,2.899858,2.051736,1.484815,1.185526,4.757701,1.677755,75349.9197229743
1345,2019-04-08,2.12409,2.3431,1.061049,1.836831,2.928452,2.053087,1.48175,1.181251,4.730532,1.674629,76002.36352157593
1346,2019-04-05,2.127287,2.343,1.060627,1.838226,2.919607,2.053396,1.465408,1.187302,4.742355,1.684132,75653.84908914287
1347,2019-04-04,2.124125,2.3552,1.057015,1.840235,2.90447,2.051929,1.453171,1.190921,4.732077,1.673222,75083.4213180542
1348,2019-04-03,2.131482,2.3538,1.054932,1.837592,2.896298,2.049974,1.445068,1.198547,4.764275,1.656698,75501.6891016122
1349,2019-04-02,2.123414,2.3494,1.050984,1.836668,2.917538,2.058365,1.443499,1.192418,4.738657,1.639336,75402.52356781159
1350,2019-04-01,2.119193,2.3351,1.045619,1.834726,2.896603,2.054291,1.418847,1.198385,4.758736,1.633979,75169.4779345002
1351,2019-03-29,2.112038,2.3247,1.035539,1.838346,2.871243,2.061968,1.423033,1.187615,4.7349,1.615452,74091.00524104945
1352,2019-03-28,2.108645,2.3166,1.024925,1.837789,2.842777,2.063113,1.433939,1.198942,4.746956,1.605897,73358.24283108115
1353,2019-03-27,2.11622,2.3374,1.024788,1.845449,2.833036,2.064111,1.411199,1.192524,4.70962,1.608429,72674.85511845443
1354,2019-03-26,2.115534,2.3314,1.013095,1.832021,2.798693,2.055993,1.414784,1.181109,4.686583,1.614688,72200.99170702603
1355,2019-03-25,2.122152,2.343,1.010161,1.840431,2.787861,2.055868,1.415888,1.18586,4.691353,1.600486,71815.60804191045
1356,2019-03-22,2.124679,2.339,1.008828,1.836726,2.784196,2.052438,1.409288,1.183816,4.714339,1.610827,71045.17751984671
1357,2019-03-21,2.12947,2.3383,1.02048,1.828927,2.794253,2.045909,1.408748,1.178044,4.682302,1.612354,71782.01867532171
1358,2019-03-20,2.124617,2.3418,1.017872,1.830794,2.777054,2.046336,1.403915,1.169926,4.632833,1.600341,71353.22212894633
1359,2019-03-19,2.140052,2.3455,1.029887,1.837333,2.789951,2.03973,1.409041,1.157499,4.600638,1.602086,71867.33257141896
1360,2019-03-18,2.150783,2.3045,1.026195,1.840081,2.794664,2.040758,1.391391,1.150723,4.598502,1.601601,72058.83918054868
1361,2019-03-14,2.154479,2.29,1.014574,1.842762,2.779133,2.043294,1.404694,1.136441,4.579418,1.596163,71444.00662996806
1362,2019-03-13,2.147274,2.2764,1.010093,1.836856,2.786836,2.043463,1.400278,1.130092,4.560903,1.584634,71901.95890743192
1363,2019-03-12,2.153256,2.2842,1.007152,1.839327,2.782145,2.04367,1.40674,1.130231,4.560538,1.578816,71702.99223971553
1364,2019-03-11,2.15565,2.2577,1.007613,1.838888,2.781581,2.043848,1.403285,1.142143,4.570492,1.59176,71561.88955826778
1365,2019-03-08,2.165475,2.2703,1.002869,1.848297,2.76443,2.044334,1.402796,1.127112,4.562615,1.59621,70935.35402166657
1366,2019-03-07,2.157768,2.2905,1.008123,1.849398,2.744417,2.044149,1.390116,1.133124,4.54488,1.598873,70188.4989787899
1367,2019-03-06,2.157361,2.2764,1.012683,1.852839,2.771181,2.044161,1.396215,1.139537,4.551796,1.59706,70851.43807250261
1368,2019-03-05,2.147987,2.2702,1.0137,1.849603,2.776949,2.044307,1.395308,1.131509,4.531435,1.587687,71075.73272672296
1369,2019-03-04,2.155563,2.2491,1.012744,1.852799,2.780177,2.044269,1.402007,1.134389,4.512163,1.591519,71030.01961215027
1370,2019-03-01,2.160606,2.2599,1.010796,1.849559,2.780554,2.044626,1.400407,1.135973,4.48993,1.603687,71299.6338299755
1371,2019-02-28,2.161642,2.2679,1.00872,1.853347,2.766012,2.044667,1.390381,1.126751,4.492246,1.609225,70857.19270124333
1372,2019-02-27,2.14841,2.282,1.004861,1.849434,2.770124,2.049208,1.392545,1.110954,4.471042,1.605289,71015.24407346034
1373,2019-02-26,2.152201,2.291,1.010344,1.858444,2.793112,2.055099,1.3895,1.102219,4.488152,1.599995,71485.73381891567
1374,2019-02-25,2.156859,2.2821,1.008818,1.862072,2.797709,2.05217,1.393613,1.107104,4.491668,1.602594,71682.55920508783
1375,2019-02-22,2.149555,2.2768,1.005283,1.859326,2.792294,2.052542,1.397365,1.113718,4.483353,1.607686,71489.25259086257
1376,2019-02-21,2.154465,2.27,1.002305,1.861574,2.779326,2.052599,1.383792,1.117178,4.483689,1.603551,70956.01785065327
1377,2019-02-20,2.146875,2.268,1.001993,1.861265,2.78491,2.052698,1.3916,1.121174,4.454499,1.604755,71283.14533158205
1378,2019-02-19,2.157035,2.2731,0.998548,1.859966,2.790458,2.052871,1.3787,1.11713,4.491183,1.596238,71475.63357767276
1380,2019-02-15,2.156267,2.2361,0.998802,1.852369,2.785005,2.053698,1.3649,1.111545,4.472037,1.592181,71573.1429998735
1381,2019-02-14,2.15942,2.2516,0.986257,1.849093,2.765781,2.054891,1.3626,1.112925,4.479365,1.575591,71090.55985508021
1382,2019-02-13,2.150925,2.2649,0.988442,1.845323,2.748158,2.055079,1.3761,1.110765,4.500565,1.569454,70655.5746873375
1383,2019-02-12,2.15982,2.2301,0.988001,1.846045,2.760546,2.05585,1.3732,1.106125,4.4956,1.571981,71141.03113202052
1384,2019-02-11,2.157692,2.2245,0.983604,1.845475,2.73144,2.056307,1.3569,1.100547,4.509018,1.582183,69799.14389833203
1385,2019-02-08,2.150338,2.2485,0.974454,1.83843,2.721862,2.057359,1.3466,1.103283,4.498098,1.574469,69565.28223529179
1386,2019-02-07,2.148442,2.2721,0.979264,1.839777,2.723682,2.057649,1.3404,1.106765,4.492758,1.561243,69312.93133993167
1387,2019-02-06,2.143431,2.2658,0.99364,1.840594,2.734389,2.059395,1.3232,1.111052,4.478199,1.549143,69490.51611336507
1388,2019-02-05,2.139365,2.2852,0.991051,1.836964,2.72639,2.059764,1.3074,1.107302,4.454019,1.540042,69362.39323240332
1389,2019-02-04,2.138429,2.2908,0.978287,1.83498,2.705021,2.058946,1.3104,1.098639,4.439736,1.540366,68954.29991614074
1390,2019-02-01,2.132731,2.287,0.978596,1.833685,2.683855,2.059269,1.3278,1.10392,4.420815,1.521505,68195.58876800537
1391,2019-01-31,2.126012,2.287,0.971857,1.827609,2.668227,2.05929,1.3315,1.095716,4.382125,1.52681,67883.43878416531
1392,2019-01-30,2.131853,2.3002,0.975528,1.83398,2.676019,2.059441,1.3211,1.08518,4.390576,1.549414,67915.58267852571
1393,2019-01-29,2.136615,2.3092,0.973155,1.844931,2.644334,2.059574,1.3212,1.091315,4.400587,1.534594,66945.45478658285
1394,2019-01-28,2.144459,2.2907,0.971514,1.84104,2.654177,2.059705,1.3368,1.094783,4.426902,1.528032,67156.64079749538
1395,2019-01-25,2.152775,2.2878,0.980101,1.842416,2.690817,2.060138,1.3395,1.08989,4.401557,1.527528,68525.24064633483
1396,2019-01-24,2.150952,2.283,0.970822,1.840095,2.66715,2.060176,1.329,1.078901,4.414961,1.54393,67367.43635530584
1397,2019-01-23,2.148624,2.289,0.964892,1.841178,2.655976,2.062372,1.3282,1.072716,4.417394,1.545944,67500.50003534975
1398,2019-01-22,2.149915,2.2835,0.96492,1.842107,2.648601,2.062293,1.3332,1.066797,4.379006,1.537669,67224.75989127299
1400,2019-01-18,2.147438,2.2987,0.973348,1.834851,2.680707,2.062874,1.3134,1.062161,4.38335,1.525142,68376.7548492616
1401,2019-01-17,2.153864,2.284,0.962119,1.835633,2.671483,2.062343,1.313,1.060652,4.366604,1.505389,67827.80833742116
1402,2019-01-16,2.16725,2.2686,0.969926,1.837302,2.670815,2.062631,1.3058,1.06883,4.411419,1.505756,67616.29023002693
1403,2019-01-15,2.165713,2.2716,0.962581,1.832464,2.645557,2.062809,1.3096,1.070343,4.395665,1.509132,66814.0995698981
1404,2019-01-14,2.168792,2.2837,0.956832,1.833996,2.613408,2.062882,1.2937,1.061532,4.370628,1.51054,66006.84291532962
1405,2019-01-11,2.173202,2.2786,0.961456,1.840067,2.617747,2.063281,1.2957,1.058859,4.374018,1.500966,66138.81729316711
1406,2019-01-10,2.174909,2.2772,0.96422,1.844142,2.624138,2.063341,1.2558,1.063989,4.391224,1.491739,65858.39696873445
1407,2019-01-09,2.177586,2.2787,0.962979,1.85314,2.629437,2.063469,1.2945,1.066382,4.408018,1.48566,66321.43424480781
1408,2019-01-08,2.17139,2.2671,0.957063,1.84634,2.611169,2.063586,1.2712,1.068321,4.380648,1.458309,65752.62507003732
1409,2019-01-07,2.166562,2.2426,0.951273,1.840562,2.59153,2.063693,1.2656,1.070291,4.402304,1.47072,65498.66531809
1410,2019-01-04,2.167604,2.2156,0.953392,1.843582,2.58512,2.064137,1.2496,1.058759,4.372552,1.457269,65069.013062240556
1411,2019-01-03,2.166533,2.2189,0.93253,1.846917,2.526579,2.064082,1.2645,1.051623,4.32563,1.452327,63669.49385085609
1412,2019-01-02,2.166096,2.185,0.94222,1.833971,2.550905,2.064163,1.293,1.054708,4.354821,1.432919,64165.21560791042
1413,2018-12-31,2.165262,2.1782,0.939172,1.83011,2.541771,2.064398,1.3086,1.054191,4.377349,1.447746,64299.47806190699
1414,2018-12-28,2.163299,2.2113,0.924971,1.828535,2.527514,2.064801,1.3133,1.052584,4.378924,1.482679,63659.04873812292
1415,2018-12-27,2.15765,2.2104,0.943425,1.820006,2.527876,2.064882,1.3408,1.048887,4.323702,1.498591,64219.252406425774
1416,2018-12-21,2.165154,2.2302,0.943363,1.827694,2.479659,2.065605,1.3626,1.039916,4.301394,1.511262,61797.73032339662
1417,2018-12-20,2.164759,2.2061,0.958172,1.823443,2.513384,2.065626,1.3578,1.038334,4.275681,1.537239,63734.029389994685
1418,2018-12-19,2.163634,2.216,0.957413,1.828767,2.562226,2.065742,1.355,1.023792,4.249758,1.548391,64756.64186544018
1419,2018-12-18,2.164937,2.2383,0.963381,1.836853,2.602045,2.065888,1.3473,1.032051,4.242484,1.553822,66159.17765861936
1420,2018-12-17,2.168014,2.234,0.971504,1.842088,2.61679,2.066013,1.3434,1.023376,4.198118,1.536038,66487.53796223318
1421,2018-12-14,2.16458,2.2263,0.976096,1.837973,2.662833,2.066761,1.366,1.022306,4.174822,1.526262,67426.73737693112
1422,2018-12-13,2.161192,2.2231,0.975195,1.826751,2.68012,2.066737,1.3779,1.012502,4.187774,1.541127,68541.76740974095
1423,2018-12-12,2.159973,2.1905,0.96085,1.825766,2.691272,2.067795,1.3834,1.024037,4.203591,1.560455,69047.16627318878
1424,2018-12-11,2.163946,2.1983,0.950103,1.829381,2.659058,2.065837,1.415,1.044913,4.285796,1.582598,68472.77268335223
1425,2018-12-10,2.164719,2.2179,0.961146,1.831956,2.649672,2.070292,1.4037,1.055462,4.281281,1.579515,68089.38452003058
1426,2018-12-07,2.165393,2.2694,0.959295,1.840808,2.667257,2.070802,1.3876,1.061761,4.380628,1.612138,68097.24038700573
