"Dátum","Árfolyam","NEÉ","Kifizetett hozam","Napi befjegy. forgalom","Napi befjegy. forgalom változás(%)","3 hónapos hozam","6 hónapos hozam","1 éves hozam","3 éves hozam","5 éves hozam","10 éves hozam"
"2019/02/19","2,052871","8060038956","0","-1878720","-0,02%","-1,38%","-3,15%","-1,03%","-0,96%","-1,11%","5,08%"
"2019/02/18","2,053116","8062879826","0","-27394780,22","-0,34%","-1,59%","-3,14%","-1,03%","-1,04%","-1,1%","5,05%"
"2019/02/15","2,053698","8092567969","0","-50697089,24","-0,62%","-1,59%","-3,19%","-1,01%","-0,94%","-1,09%","5,03%"
"2019/02/14","2,054891","8147995508","0","-41454072,14","-0,51%","-1,39%","-3,02%","-0,97%","-0,87%","-1,08%","5,03%"
"2019/02/13","2,055079","8190198825","0","-10655303,47","-0,13%","-1,77%","-3,06%","-0,96%","-0,87%","-1,04%","5,04%"
"2019/02/12","2,05585","8203930827","0","-2130228,32","-0,03%","-1,74%","-3,07%","-0,94%","-0,86%","-1,01%","5,04%"
"2019/02/11","2,056307","8207885201","0","-111840998,03","-1,34%","-1,89%","-3,05%","-0,95%","-0,85%","-0,98%","5,08%"
"2019/02/08","2,057359","8323982544","0","-54759173,25","-0,65%","-1,93%","-2,8%","-0,92%","-0,99%","-0,91%","5,13%"
"2019/02/07","2,057649","8379922763","0","-63516914,37","-0,75%","-1,94%","-2,85%","-1,12%","-1,02%","-0,9%","5,13%"
"2019/02/06","2,059395","8450604284","0","-1147155,01","-0,01%","-1,69%","-2,8%","-1,03%","-1%","-0,89%","5,14%"
"2019/02/05","2,059764","8453265814","0","-33716118,54","-0,4%","-1,61%","-2,87%","-1,03%","-0,99%","-0,88%","5,05%"
"2019/02/04","2,058946","8483611473","0","-18393643,19","-0,22%","-1,58%","-2,91%","-1,06%","-1,14%","-0,88%","5%"
"2019/02/01","2,059269","8503338880","0","-29990427,87","-0,35%","-1,57%","-2,92%","-1,05%","-1,09%","-0,87%","5,03%"
"2019/01/31","2,05929","8533416329","0","-6492887,54","-0,08%","-1,57%","-2,85%","-1,06%","-1,1%","-0,87%","5,03%"
"2019/01/30","2,059441","8540535416","0","-32678203,45","-0,38%","-1,48%","-2,74%","-1,07%","-1,1%","-0,88%","5,03%"
"2019/01/29","2,059574","8573767283","0","-3014736,47","-0,04%","-1,38%","-2,85%","-1,11%","-1,1%","-0,93%","5,14%"
"2019/01/28","2,059705","8577327549","0","-2705106,82","-0,03%","-1,4%","-2,85%","-1,13%","-1,08%","-0,92%","5,14%"
"2019/01/25","2,060138","8581836387","0","-88744904,95","-1,02%","-1,38%","-2,99%","-1,04%","-1,02%","-0,92%","5,13%"
"2019/01/24","2,060176","8670741224","0","-25171349,28","-0,29%","-1,38%","-2,86%","-1,14%","-1,02%","-0,92%","5,14%"
"2019/01/23","2,062372","8705181793","0","-58241946,52","-0,66%","-1,46%","-2,62%","-1,11%","-0,99%","-1,02%","5,15%"
"2019/01/22","2,062293","8763088053","0","-6586822,19","-0,08%","-1,46%","-2,74%","-1,11%","-0,99%","-0,98%","5,18%"
"2019/01/21","2,062728","8771524665","0","105850871,86","1,22%","-1,44%","-2,72%","-1,05%","-0,98%","-0,97%","5,17%"
"2019/01/18","2,062874","8666287150","0","-65965806,62","-0,76%","-1,43%","-2,88%","-1,02%","-0,98%","-0,91%","5,23%"
"2019/01/17","2,062343","8730005206","0","-65285930,03","-0,74%","-1,58%","-2,72%","-1,06%","-0,99%","-0,92%","5,23%"
"2019/01/16","2,062631","8796519372","0","-45615672,42","-0,52%","-1,51%","-2,65%","-1,17%","-0,99%","-0,93%","5,23%"
"2019/01/15","2,062809","8842898099","0","-31610557,23","-0,36%","-1,5%","-2,68%","-1,11%","-0,99%","-0,88%","5,21%"
"2019/01/14","2,062882","8874822713","0","-4259171,33","-0,05%","-1,51%","-2,67%","-1,12%","-0,96%","-0,82%","5,22%"
"2019/01/11","2,063281","8880799265","0","1735473,26","0,02%","-1,5%","-2,3%","-1,11%","-0,95%","-0,94%","5,26%"
"2019/01/10","2,063341","8879321994","0","-39152877,64","-0,44%","-1,5%","-2,46%","-1,07%","-0,95%","-0,94%","5,26%"
"2019/01/09","2,063469","8919028132","0","-30694400,06","-0,34%","-1,5%","-2,28%","-1,22%","-0,95%","-0,91%","5,26%"
"2019/01/08","2,063586","8950229987","0","-79784099,35","-0,88%","-1,5%","-2,18%","-1,16%","-0,95%","-0,93%","5,31%"
"2019/01/07","2,063693","9030482306","0","-8488511,97","-0,09%","-1,51%","-2,17%","-1,1%","-0,99%","-0,89%","5,31%"
"2019/01/04","2,064137","9040915537","0","-188241007,66","-2,04%","-1,82%","-1,86%","-1,06%","-1,09%","-0,81%","5,29%"
"2019/01/03","2,064082","9228910629","0","-10073943,97","-0,11%","-2,2%","-1,97%","-0,94%","-1,11%","-0,81%","5,29%"
"2019/01/02","2,064163","9239347135","0","2046981,44","0,02%","-2,08%","-2,09%","-0,91%","-1,1%","-0,8%","5,29%"
"2018/12/31","2,064398","9238351798","0","-0,67","-0%","-2,18%","-2,04%","-1%","-1,1%","-0,87%","5,29%"
"2018/12/28","2,064801","9240155257","0","-336516511,11","-3,51%","-2,16%","-1,97%","-1,02%","-1,13%","-0,82%","5,31%"
"2018/12/27","2,064882","9577047451","0","-17938567,3","-0,19%","-2,42%","-1,78%","-1,12%","-1,18%","-0,82%","5,31%"
"2018/12/21","2,065605","9598345617","0","-179842,47","-0%","-2,32%","-2,1%","-1,06%","-1,15%","-0,83%","5,32%"
"2018/12/20","2,065626","9598623043","0","-92820412,6","-0,96%","-2,18%","-2,29%","-1,11%","-1,12%","-0,83%","5,32%"
"2018/12/19","2,065742","9691987701","0","-34584210,18","-0,36%","-1,94%","-2,18%","-1,24%","-1,12%","-0,78%","5,32%"
"2018/12/18","2,065888","9727259354","0","-19793093,33","-0,2%","-1,81%","-2,44%","-1,39%","-1,12%","-0,7%","5,33%"
"2018/12/17","2,066013","9747642209","0","-2737103,2","-0,03%","-1,84%","-2,52%","-0,92%","-1,11%","-0,68%","5,34%"
"2018/12/14","2,066761","9753909437","0","-19880434,9","-0,2%","-1,82%","-2,38%","-1%","-1,22%","-0,7%","5,31%"
"2018/12/13","2,066737","9773676375","0","115382,4","0%","-1,82%","-2,26%","-1,03%","-1,26%","-0,7%","5,31%"
"2018/12/12","2,067795","9778564255","0","-33683884,08","-0,34%","-1,78%","-2,31%","-1,03%","-1,24%","-0,64%","5,32%"
"2018/12/11","2,065837","9802956898","0","202666,31","0%","-1,92%","-2,35%","-1,19%","-1,28%","-0,64%","5,26%"
"2018/12/10","2,070292","9823893978","0","-3847440,92","-0,04%","-1,9%","-1,99%","-0,97%","-1,14%","-0,66%","5,31%"
"2018/12/07","2,070802","9830162405","0","-31168844,35","-0,32%","-1,88%","-1,91%","-0,9%","-1,17%","-0,54%","5,4%"
"2018/12/06","2,07087","9861655071","0","-2743868,94","-0,03%","-2,12%","-1,97%","-0,81%","-1,2%","-0,54%","5,4%"
"2018/12/05","2,078133","9898995573","0","-2362852,47","-0,02%","-1,69%","-1,3%","-0,67%","-1,08%","-0,47%","5,44%"
"2018/12/04","2,078433","9902787789","0","-1017870,79","-0,01%","-1,67%","-1,17%","-0,62%","-1,08%","-0,49%","5,5%"
"2018/12/03","2,093938","9977687525","0","-47042945,39","-0,47%","-1,17%","-0,24%","0,13%","-0,84%","-0,36%","5,67%"
"2018/11/30","2,089024","10001204690","0","0,59","0%","-1,35%","-0,27%","-0,1%","-1,43%","-0,39%","5,56%"
"2018/11/29","2,085914","9986315561","0","-18636646,55","-0,19%","-1,57%","0,05%","-0,64%","-1,46%","-0,42%","5,54%"
"2018/11/28","2,085045","10000784105","0","372816,21","0%","-1,58%","-0,46%","-0,89%","-1,48%","-0,42%","5,54%"
"2018/11/27","2,074509","9949877927","0","-6902420,29","-0,07%","-2,18%","-0,99%","-1,46%","-1,64%","-0,48%","5,51%"
"2018/11/26","2,072192","9945659711","0","-29102560,6","-0,29%","-2,3%","-1,1%","-1,55%","-1,69%","-0,46%","5,6%"
"2018/11/23","2,071833","9973034179","0","-3349640,34","-0,03%","-2,33%","-1,34%","-1,51%","-1,49%","-0,41%","5,77%"
"2018/11/22","2,073761","9985667612","0","20580,05","0%","-2,24%","-1,29%","-1,44%","-1,47%","-0,39%","5,78%"
"2018/11/21","2,073927","9986446361","0","-5036395,14","-0,05%","-2,19%","-1,12%","-1,48%","-1,47%","-0,35%","5,78%"
"2018/11/20","2,076309","10002958431","0","-229954,86","-0%","-2,05%","-1,01%","-1,37%","-1,43%","-0,24%","5,81%"
"2018/11/19","2,081526","10028322715","0","-1273905,05","-0,01%","-1,8%","-0,76%","-1,2%","-1,27%","-0,18%","5,84%"
"2018/11/16","2,086303","10052614052","0","-961374,19","-0,01%","-1,59%","-0,58%","-1,14%","-0,7%","-0,18%","5,8%"
"2018/11/15","2,086913","10056514923","0","-1522705,19","-0,02%","-1,63%","-0,31%","-1,17%","-0,63%","-0,17%","5,81%"
"2018/11/14","2,083886","10043448769","0","-6274273,07","-0,06%","-1,65%","-0,68%","-1,27%","-0,68%","-0,17%","5,79%"
"2018/11/13","2,092184","10089740875","0","-47290542,31","-0,47%","-1,31%","-0,26%","-0,89%","-0,54%","-0,04%","5,72%"
"2018/11/12","2,092287","10137530472","0","-597394,37","-0,01%","-1,35%","-0,26%","-0,89%","-0,72%","-0,04%","5,77%"
"2018/11/09","2,096012","10156177267","0","-488656,12","-0%","-1,01%","0,31%","-0,93%","-0,86%","0,03%","5,59%"
"2018/11/08","2,097925","10165935766","0","-5990284,33","-0,06%","-0,89%","0,9%","-0,93%","-1,03%","0,04%","5,6%"
"2018/11/07","2,098388","10174170936","0","-1270645,79","-0,01%","-0,93%","0,86%","-0,89%","-1,03%","0,08%","5,6%"
"2018/11/06","2,094751","10157805148","0","-9055158","-0,09%","-1,13%","0,85%","-1,1%","-1,08%","0,04%","5,71%"
"2018/11/05","2,093525","10160909923","0","32224013,98","0,32%","-1,28%","0,79%","-1,26%","-1,04%","0,05%","5,51%"
"2018/10/31","2,092063","10121612605","0","-1191940,13","-0,01%","-1,31%","0,49%","-1,37%","-0,9%","0,05%","5,49%"
"2018/10/30","2,090413","10114820738","0","-3569946,99","-0,04%","-1,27%","0,41%","-1,4%","-0,92%","-0%","5,48%"
"2018/10/29","2,088454","10108908383","0","-20989757,74","-0,21%","-1,49%","0,32%","-1,48%","-1,01%","-0,03%","5,61%"
"2018/10/26","2,088909","10132105086","0","-8028924,45","-0,08%","-1,53%","0,33%","-1,46%","-0,97%","-0,01%","5,66%"
"2018/10/25","2,088944","10140303910","0","-4023141,12","-0,04%","-1,63%","0,94%","-1,46%","-0,71%","-0,01%","5,66%"
"2018/10/24","2,089034","10144764109","0","-12849438","-0,13%","-1,5%","1,14%","-1,78%","-0,7%","0%","5,66%"
"2018/10/19","2,092876","10176294694","0","-29265722,98","-0,29%","-1,36%","0,44%","-1,72%","-0,3%","0,07%","5,71%"
"2018/10/18","2,092804","10205209321","0","-4808125,07","-0,05%","-1,47%","0,2%","-1,85%","-0,27%","0,07%","5,71%"
"2018/10/17","2,095378","10222575041","0","-502632,63","-0%","-1,16%","0,4%","-1,76%","-0,22%","0,13%","5,72%"
"2018/10/16","2,094295","10217793857","0","25796148,08","0,25%","-1,15%","0,75%","-1,8%","-0,24%","0,17%","5,68%"
"2018/10/15","2,094306","10192051241","0","-3184462","-0,03%","-1,19%","1,09%","-1,7%","-0,17%","0,23%","5,61%"
"2018/10/12","2,094537","10196360228","0","-9710288,18","-0,1%","-1,15%","1,12%","-1,56%","-0,21%","0,22%","5,75%"
"2018/10/11","2,094696","10206845277","0","483556,08","0%","-0,81%","1,3%","-1,6%","-0,2%","0,22%","5,75%"
"2018/10/10","2,094763","10206688177","0","-1374158,1","-0,01%","-0,97%","1,05%","-1,51%","-0,2%","0,26%","5,75%"
"2018/10/09","2,094881","10208637365","0","-25321549,03","-0,25%","-0,79%","1,7%","-1,5%","-0,2%","0,35%","5,68%"
"2018/10/08","2,095079","10234926188","0","-342627,09","-0%","-0,68%","1,92%","-1,51%","-0,11%","0,36%","5,58%"
"2018/10/05","2,095377","10236724660","0","-38477,54","-0%","-0,52%","0,93%","-1,51%","0,07%","0,3%","5,5%"
"2018/10/04","2,102324","10270702039","0","-3356942,79","-0,03%","-0,04%","1,52%","-0,99%","0,24%","0,37%","5,53%"
"2018/10/03","2,110515","10314088405","0","-13822497,32","-0,13%","0,23%","2,49%","-0,61%","0,37%","0,48%","5,57%"
"2018/10/02","2,107944","10315329585","0","-2611162,24","-0,03%","-0,01%","1,61%","-0,73%","0,33%","0,43%","5,51%"
"2018/10/01","2,111511","10335400459","0","-62978231,58","-0,61%","0,2%","1,79%","-0,58%","0,38%","0,46%","5,51%"
"2018/09/28","2,110484","10393321111","0","-433201,94","-0%","0,2%","2,06%","-0,64%","0,27%","0,44%","5,49%"
"2018/09/27","2,116041","10421121539","0","61045,92","0%","0,66%","2,18%","-0,43%","0,36%","0,5%","5,52%"
"2018/09/26","2,1141","10411501473","0","-4257398,01","-0,04%","0,56%","1,68%","-0,6%","0,33%","0,46%","5,51%"
"2018/09/25","2,112483","10407792227","0","-102379,71","-0%","0,51%","1,23%","-0,68%","0,3%","0,48%","5,48%"
"2018/09/24","2,111251","10401824723","0","-34124846,56","-0,33%","0,08%","1,17%","-0,76%","0,28%","0,46%","5,49%"
"2018/09/21","2,114749","10453240243","0","320868,57","0%","0,23%","2,02%","-0,72%","0,35%","0,44%","5,49%"
"2018/09/20","2,111583","10437270263","0","-3606380,5","-0,03%","-0,12%","1,9%","-0,87%","0,29%","0,41%","5,48%"
"2018/09/19","2,106533","10415906549","0","-2030291,85","-0,02%","-0,25%","1,65%","-1,11%","0,21%","0,33%","5,45%"
"2018/09/18","2,104049","10405652127","0","-153785784,98","-1,46%","-0,64%","1,67%","-1,24%","0,17%","0,31%","5,55%"
"2018/09/17","2,104795","10563181808","0","-27537203,59","-0,26%","-0,69%","1,71%","-1,34%","0,17%","0,37%","5,52%"
"2018/09/14","2,105025","10591876305","0","-111414,75","-0%","-0,57%","1,72%","-1,43%","0,16%","0,41%","5,48%"
"2018/09/13","2,1051","10592365102","0","-3832841,42","-0,04%","-0,44%","1,69%","-1,56%","0,16%","0,41%","5,48%"
"2018/09/12","2,105303","10597219761","0","-1566778,91","-0,01%","-0,54%","1,7%","-1,49%","0,16%","0,43%","5,48%"
"2018/09/11","2,106284","10603725216","0","-14270586,21","-0,13%","-0,44%","1,73%","-1,41%","0,17%","0,44%","5,48%"
"2018/09/10","2,110308","10638281203","0","-29846782,13","-0,28%","-0,1%","1,92%","-1,13%","0,24%","0,5%","5,55%"
"2018/09/07","2,11051","10669149145","0","-3389082,76","-0,03%","-0,03%","1,92%","-1,19%","0,16%","0,57%","5,58%"
"2018/09/06","2,11575","10699036136","0","-22800235,55","-0,21%","0,15%","2,08%","-0,9%","0,25%","0,62%","5,61%"
"2018/09/05","2,113899","10712456190","0","-101412,18","-0%","0,4%","1,98%","-1,01%","0,22%","0,6%","5,6%"
"2018/09/04","2,113754","10711822789","0","-1201185,51","-0,01%","0,51%","1,96%","-1,11%","0,22%","0,6%","5,58%"
"2018/09/03","2,118642","10737797558","0","-1415484,1","-0,01%","0,94%","2,19%","-1,12%","0,17%","0,65%","5,61%"
"2018/08/31","2,118805","10740039275","0","-3750682,82","-0,03%","1,43%","2,18%","-1,06%","0,22%","0,63%","5,58%"
"2018/08/30","2,117641","10737887682","0","-57605178,37","-0,53%","1,09%","2,13%","-0,94%","0,2%","0,62%","5,58%"
"2018/08/29","2,119191","10803394584","0","-5021014,1","-0,05%","1,64%","2,2%","-0,89%","0,23%","0,64%","5,58%"
"2018/08/28","2,118584","10805319743","0","-4852056,7","-0,04%","1,14%","2,17%","-0,95%","0,22%","0,61%","5,59%"
"2018/08/27","2,120765","10821300452","0","-26496704,4","-0,24%","1,22%","2,29%","-0,99%","0,25%","0,66%","5,59%"
"2018/08/24","2,120906","10848518377","0","-1745448,16","-0,02%","1,07%","2,28%","-0,99%","0,33%","0,6%","5,56%"
"2018/08/23","2,121213","10851834395","0","-2529061,06","-0,02%","1,02%","2,29%","-0,98%","0,4%","0,6%","5,56%"
"2018/08/22","2,121303","10854823991","0","-5970207,61","-0,05%","0,97%","2,23%","-1,06%","0,4%","0,61%","5,56%"
"2018/08/21","2,120328","10855802326","0","658927,1","0,01%","1,09%","2,12%","-1,12%","0,38%","0,57%","5,55%"
"2018/08/17","2,119698","10851918077","0","-14138959,48","-0,13%","1,03%","2,18%","-1,16%","0,37%","0,57%","5,56%"
"2018/08/16","2,11991","10867143797","0","-4644481,08","-0,04%","1,02%","2,19%","-1,49%","0,36%","0,57%","5,56%"
"2018/08/15","2,121406","10879460394","0","-10112003,94","-0,09%","1,33%","2,26%","-1,5%","0,39%","0,57%","5,57%"
"2018/08/14","2,118772","10876051585","0","-1585197,46","-0,01%","0,98%","2,11%","-1,56%","0,35%","0,56%","5,54%"
"2018/08/13","2,119925","10883556209","0","-1011768,83","-0,01%","1,06%","2,16%","-1,33%","0,32%","0,57%","5,58%"
"2018/08/10","2,120904","10889594567","0","-20741248,83","-0,19%","1,18%","2,16%","-1,4%","0,3%","0,55%","5,58%"
"2018/08/09","2,117339","10891996774","0","134957822,46","1,25%","1,33%","1,99%","-1,53%","0,24%","0,52%","5,56%"
"2018/08/08","2,116685","10753716336","0","-26333735,51","-0,24%","1,8%","1,94%","-1,85%","0,23%","0,52%","5,56%"
"2018/08/07","2,117988","10786686111","0","245021,4","0%","1,8%","1,78%","-1,99%","0,25%","0,53%","5,55%"
"2018/08/06","2,118691","10790021312","0","164702,51","0%","2%","1,82%","-1,79%","0,26%","0,54%","5,57%"
"2018/08/03","2,120686","10800016545","0","-25573831,51","-0,24%","2,57%","1,9%","-1,78%","0,26%","0,49%","5,65%"
"2018/08/02","2,119196","10817984286","0","-399110,32","-0%","2,53%","1,83%","-1,93%","0,23%","0,47%","5,65%"
"2018/08/01","2,12111","10828154265","0","-55753872,98","-0,51%","1,89%","1,92%","-1,98%","0,26%","0,51%","5,66%"
"2018/07/31","2,119767","10877016893","0","377204,59","0%","1,82%","1,84%","-2,04%","0,24%","0,57%","5,64%"
"2018/07/30","2,117386","10864422648","0","-1859869,08","-0,02%","1,71%","1,72%","-2,19%","0,19%","0,53%","5,62%"
"2018/07/27","2,120063","10880020701","0","-20090828,77","-0,18%","1,84%","1,77%","-2,07%","0,22%","0,52%","5,63%"
"2018/07/26","2,121449","10907237523","0","-38328592,47","-0,35%","1,9%","1,83%","-2,01%","0,24%","0,54%","5,64%"
"2018/07/25","2,123654","10956942761","0","-19366732,36","-0,18%","2,62%","2,01%","-1,92%","0,28%","0,52%","5,65%"
"2018/07/24","2,120868","10961909785","0","-9182267,88","-0,08%","2,68%","1,77%","-2,05%","0,23%","0,47%","5,67%"
"2018/07/23","2,117808","10955262901","0","1377383,4","0,01%","1,89%","1,55%","-2,21%","0,18%","0,48%","5,68%"
"2018/07/20","2,120387","10967224815","0","-13637249,35","-0,12%","2,1%","1,71%","-2,1%","0,22%","0,53%","5,66%"
"2018/07/19","2,12169","10987609919","0","-12512796,38","-0,11%","1,83%","1,77%","-2,05%","0,24%","0,55%","5,67%"
"2018/07/18","2,124073","11012477627","0","2592108,53","0,02%","1,69%","1,92%","-1,94%","0,28%","0,58%","5,68%"
"2018/07/17","2,120072","10989146800","0","439937,59","0%","1,58%","1,71%","-2,45%","0,21%","0,59%","5,65%"
"2018/07/16","2,118674","10981460782","0","-368652,67","-0%","1,93%","1,52%","-2,6%","0,19%","0,6%","5,75%"
"2018/07/13","2,11954","10986318216","0","-18925340,94","-0,17%","2,31%","1,59%","-2,59%","0,21%","0,61%","5,79%"
"2018/07/12","2,118978","11002325496","0","-68020976,68","-0,62%","2,3%","1,57%","-2,64%","0,2%","0,61%","5,79%"
"2018/07/11","2,11177","11032689141","0","-5791560,56","-0,05%","2,13%","1,21%","-2,44%","0,09%","0,56%","5,75%"
"2018/07/10","2,115289","11056874946","0","389754,78","0%","2,04%","1,42%","-2,61%","0,14%","0,66%","5,79%"
"2018/07/09","2,111562","11037004392","0","-1556903,21","-0,01%","2,5%","1,09%","-2,79%","0,08%","0,62%","5,74%"
"2018/07/06","2,109503","11027797511","0","-10809262,22","-0,1%","2,62%","1,1%","-2,9%","0,04%","0,61%","5,84%"
"2018/07/05","2,106363","11022175782","0","-4345258,63","-0,04%","1,45%","0,95%","-3,04%","-0,03%","0,58%","5,83%"
"2018/07/04","2,1032","11009963170","0","150919,21","0%","1,56%","0,82%","-3,19%","-0,08%","0,5%","5,81%"
"2018/07/03","2,105576","11022250114","0","-33204833,65","-0,3%","2,25%","1,05%","-3,09%","-0,04%","0,58%","5,88%"
"2018/07/02","2,108194","11069200916","0","28674729","0,26%","1,63%","1,21%","-2,98%","-0%","0,6%","5,88%"
"2018/06/29","2,107334","11036022402","0","-1312879,45","-0,01%","1,59%","1,06%","-3,04%","-0,03%","0,63%","5,92%"
"2018/06/28","2,106308","11031961522","0","-871081,05","-0,01%","1,86%","0,97%","-3,16%","-0,05%","0,62%","5,91%"
"2018/06/27","2,102205","11011341106","0","-8702626,28","-0,08%","1,51%","0,67%","-3,37%","-0,12%","0,58%","5,89%"
"2018/06/26","2,102402","11021076433","0","-19065363,21","-0,17%","1,12%","0,69%","-3,37%","-0,11%","0,59%","5,84%"
"2018/06/25","2,101749","11036712760","0","-5071120,87","-0,05%","0,71%","0,66%","-3,44%","-0,12%","0,6%","5,86%"
"2018/06/22","2,109656","11083324229","0","-57123835,28","-0,51%","1,35%","1,04%","-3,06%","-0,01%","0,68%","5,91%"
"2018/06/21","2,109925","11141868571","0","115647,26","0%","1,79%","1,06%","-3,05%","-0,01%","0,68%","5,91%"
"2018/06/20","2,114036","11163461632","0","-11411,62","-0%","2,02%","1,21%","-2,88%","0,05%","0,72%","5,93%"
"2018/06/19","2,111786","11151591593","0","-44719764,63","-0,4%","1,9%","0,96%","-3,14%","0,02%","0,68%","5,94%"
"2018/06/18","2,117566","11226955883","0","-14186382,3","-0,13%","2,33%","1,07%","-2,88%","0,09%","0,73%","5,98%"
"2018/06/15","2,119514","11251483263","0","-4954155,55","-0,04%","2,42%","1,64%","-2,83%","0,06%","0,75%","6%"
"2018/06/14","2,117085","11243537345","0","769344,31","0,01%","2,3%","1,41%","-2,84%","-0,1%","0,73%","5,98%"
"2018/06/13","2,114448","11228764227","0","529434,74","0%","2,15%","1,25%","-3,02%","-0,14%","0,71%","5,97%"
"2018/06/12","2,116697","11240177531","0","-8566457,48","-0,08%","2,25%","1,31%","-2,92%","-0,1%","0,74%","6%"
"2018/06/11","2,115517","11242473125","0","-61028248,14","-0,54%","2,17%","1,18%","-2,99%","-0,24%","0,71%","5,96%"
"2018/06/08","2,112336","11286504848","0","268382,5","0%","2,02%","1,04%","-3,24%","-0,32%","0,66%","5,96%"
"2018/06/07","2,111205","11280193519","0","133579734,66","1,2%","1,96%","1,04%","-3,24%","-0,41%","0,65%","5,95%"
"2018/06/06","2,112507","11153488006","0","-6372571,91","-0,06%","1,92%","1,19%","-3,17%","-0,38%","0,67%","5,96%"
"2018/06/05","2,105428","11122463943","0","-141954349,76","-1,26%","1,58%","0,63%","-3,54%","-0,5%","0,6%","5,87%"
"2018/06/04","2,103004","11251449457","0","-6060700,28","-0,05%","1,44%","0,56%","-3,65%","-0,39%","0,57%","5,81%"
"2018/06/01","2,098931","11235707137","0","-59430628,13","-0,53%","1,23%","0,37%","-3,83%","-0,54%","0,46%","5,74%"
"2018/05/31","2,088984","11241609214","0","124998,5","0%","0,74%","-0,1%","-4,3%","-0,73%","0,36%","5,69%"
"2018/05/30","2,094741","11272464455","0","-49060114,8","-0,44%","1,02%","0,17%","-4,05%","-0,64%","0,4%","5,71%"
"2018/05/29","2,084973","11268731097","0","-26255549,59","-0,23%","0,55%","-0,68%","-4,5%","-0,8%","0,31%","5,66%"
"2018/05/28","2,094758","11347995220","0","-22958838,74","-0,2%","1,02%","-0,43%","-4,06%","-0,66%","0,38%","5,76%"
"2018/05/25","2,095276","11373765913","0","-6734679,84","-0,06%","1,04%","-0,46%","-4,05%","-0,59%","0,41%","5,77%"
"2018/05/24","2,098457","11397778208","0","-57485440,21","-0,5%","1,19%","-0,31%","-3,91%","-0,54%","0,45%","5,79%"
"2018/05/23","2,099877","11463015284","0","-5796325,46","-0,05%","1,26%","-0,18%","-3,85%","-0,51%","0,49%","5,8%"
"2018/05/22","2,100863","11474196805","0","-14432515,51","-0,13%","1,24%","-0,15%","-3,83%","-0,5%","0,41%","5,79%"
